Time,MSGS RECEIVED
10/09/2025 11:27:40.512 AM,"#BESTXYZA,COM2,0,86.0,FINESTEERING,2159,69552.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6033039.0787,2584230.4866,1974425.6164,2.5959,1.9542,1.7943,SOL_COMPUTED,DOPPLER_VELOCITY,-1421.4289,-2241.3429,7233.4016,0.3103,0.2336,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*a12f8e4d
"
10/09/2025 11:27:40.712 AM,"#HWMONITORA,COM2,0,86.0,FINESTEERING,2159,69552.000,02004000,52db,16410;9,31.807083130,100,0.129181936,200,3.273504257,600,5.061782837,700,1.195360184,800,3.275946379,f00,1.812576294,1100,5.100854874,1500,33.150184631,1600*199e4431
"
10/09/2025 11:27:40.913 AM,"#PSRDOPA,COM2,0,89.5,FINESTEERING,2159,69553.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*53ddec4b
"
10/09/2025 11:27:41.113 AM,"#TIMEA,COM2,0,89.5,FINESTEERING,2159,69553.000,02004000,9924,16410;VALID,-6.684477377e-10,1.160414924e-09,-18.00000000000,2021,5,23,19,18,55000,VALID*464e399e
"
10/09/2025 11:27:41.314 AM,"$GPGSV,3,1,10,21,73,242,43,09,57,252,43,22,55,029,43,04,30,153,*7B
$GPGSV,3,2,10,16,27,330,42,19,18,287,42,13,17,118,42,20,13,055,41*78
$GPGSV,3,3,10,06,06,209,41,07,03,174,*70
"
10/09/2025 11:27:41.514 AM,"#BESTXYZA,COM2,0,89.5,FINESTEERING,2159,69553.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6031613.7911,2581987.6307,1981657.8056,2.5958,1.9542,1.7944,SOL_COMPUTED,DOPPLER_VELOCITY,-1429.2259,-2244.3719,7230.9325,0.3103,0.2336,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*0752ac06
"
10/09/2025 11:27:41.713 AM,"#HWMONITORA,COM2,0,89.5,FINESTEERING,2159,69553.000,02004000,52db,16410;9,31.807083130,100,0.129304036,200,3.273504257,600,5.061782837,700,1.199023247,800,3.274725437,f00,1.824175835,1100,5.100854874,1500,33.150184631,1600*835c0ad8
"
10/09/2025 11:27:41.913 AM,"#PSRDOPA,COM2,0,89.5,FINESTEERING,2159,69554.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*2ff61245
"
10/09/2025 11:27:42.113 AM,"#TIMEA,COM2,0,89.5,FINESTEERING,2159,69554.000,02004000,9924,16410;VALID,-5.501179952e-10,1.174608091e-09,-18.00000000000,2021,5,23,19,18,56000,VALID*38a98c68
"
10/09/2025 11:27:42.313 AM,"$GPGSV,3,1,10,21,73,242,43,09,57,252,43,22,55,029,43,04,30,153,*7B
$GPGSV,3,2,10,16,27,330,42,19,18,287,42,13,17,118,42,20,13,055,42*7B
$GPGSV,3,3,10,06,06,209,41,07,03,174,*70
"
10/09/2025 11:27:42.514 AM,"#BESTXYZA,COM2,0,89.5,FINESTEERING,2159,69554.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6030180.7362,2579741.8130,1988887.5429,2.5957,1.9540,1.7944,SOL_COMPUTED,DOPPLER_VELOCITY,-1437.0167,-2247.3186,7228.4764,0.3102,0.2336,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*22852a59
"
10/09/2025 11:27:42.715 AM,"#HWMONITORA,COM2,0,89.5,FINESTEERING,2159,69554.000,02004000,52db,16410;9,31.807083130,100,0.129181936,200,3.272283316,600,5.061782837,700,1.193528652,800,3.269841433,f00,1.829670429,1100,5.100854874,1500,33.150184631,1600*504391a7
"
10/09/2025 11:27:42.914 AM,"#PSRDOPA,COM2,0,90.0,FINESTEERING,2159,69555.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*f5e03874
"
10/09/2025 11:27:43.115 AM,"#TIMEA,COM2,0,90.0,FINESTEERING,2159,69555.000,02004000,9924,16410;VALID,-5.035385595e-10,1.176460977e-09,-18.00000000000,2021,5,23,19,18,57000,VALID*2fe511b1
"
10/09/2025 11:27:43.316 AM,"#BESTXYZA,COM2,0,90.0,FINESTEERING,2159,69555.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6028739.9190,2577493.0097,1996114.8087,2.5956,1.9539,1.7944,SOL_COMPUTED,DOPPLER_VELOCITY,-1444.7871,-2250.3423,7225.9945,0.3102,0.2335,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*e5cc26a4
"
10/09/2025 11:27:43.517 AM,"#HWMONITORA,COM2,0,90.0,FINESTEERING,2159,69555.000,02004000,52db,16410;9,31.807083130,100,0.129304036,200,3.275946379,600,5.061782837,700,1.198412657,800,3.274725437,f00,1.829059839,1100,5.100854874,1500,33.150184631,1600*116643c8
"
10/09/2025 11:27:43.718 AM,"#PSRDOPA,COM2,0,90.0,FINESTEERING,2159,69556.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*0dafe05f
"
10/09/2025 11:27:43.918 AM,"#TIMEA,COM2,0,90.0,FINESTEERING,2159,69556.000,02004000,9924,16410;VALID,-4.256877072e-10,1.174849759e-09,-18.00000000000,2021,5,23,19,18,58000,VALID*e1de6879
"
10/09/2025 11:27:44.119 AM,"$GPGSV,3,1,10,21,73,242,43,09,57,252,43,22,55,029,43,04,30,153,*7B
$GPGSV,3,2,10,16,27,330,42,19,18,287,42,13,17,118,42,20,13,055,42*7B
$GPGSV,3,3,10,06,06,209,41,07,03,174,*70
"
10/09/2025 11:27:44.319 AM,"#BESTXYZA,COM2,0,90.0,FINESTEERING,2159,69556.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6027291.3330,2575241.2431,2003339.5961,2.5956,1.9539,1.7945,SOL_COMPUTED,DOPPLER_VELOCITY,-1452.5275,-2253.2636,7223.5054,0.3102,0.2335,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*51591fed
"
10/09/2025 11:27:44.519 AM,"#HWMONITORA,COM2,0,90.0,FINESTEERING,2159,69556.000,02004000,52db,16410;9,31.807083130,100,0.129304036,200,3.274725437,600,5.061782837,700,1.199023247,800,3.273504257,f00,1.814407825,1100,5.100854874,1500,33.150184631,1600*f22bc80b
"
10/09/2025 11:27:44.719 AM,"#PSRDOPA,COM2,0,90.0,FINESTEERING,2159,69557.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*5a6aa846
"
10/09/2025 11:27:44.919 AM,"#TIMEA,COM2,0,90.0,FINESTEERING,2159,69557.000,02004000,9924,16410;VALID,-3.963956369e-10,1.164545153e-09,-18.00000000000,2021,5,23,19,18,59000,VALID*85b02822
"
10/09/2025 11:27:45.119 AM,"$GPGSV,3,1,10,21,73,242,43,09,57,252,43,22,55,029,43,04,30,153,*7B
$GPGSV,3,2,10,16,27,330,42,19,18,287,42,13,17,118,42,20,13,055,42*7B
$GPGSV,3,3,10,06,06,209,41,07,03,174,*70
"
10/09/2025 11:27:45.320 AM,"#BESTXYZA,COM2,0,90.0,FINESTEERING,2159,69557.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6025834.9671,2572986.5035,2010561.8873,2.5954,1.9538,1.7945,SOL_COMPUTED,DOPPLER_VELOCITY,-1460.2914,-2256.2294,7221.0076,0.3102,0.2335,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*ccbe47bc
"
10/09/2025 11:27:45.519 AM,"#HWMONITORA,COM2,0,90.0,FINESTEERING,2159,69557.000,02004000,52db,16410;9,31.807083130,100,0.129426137,200,3.274725437,600,5.061782837,700,1.198412657,800,3.273504257,f00,1.821123362,1100,5.100854874,1500,33.150184631,1600*aff95bbd
"
10/09/2025 11:27:45.720 AM,"#PSRDOPA,COM2,0,90.0,FINESTEERING,2159,69558.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*f5f81c43
"
10/09/2025 11:27:45.919 AM,"#TIMEA,COM2,0,90.0,FINESTEERING,2159,69558.000,02004000,9924,16410;VALID,-3.543747616e-10,1.163689317e-09,-18.00000000000,2021,5,23,19,19,0,VALID*e99dc620
"
10/09/2025 11:27:46.120 AM,"$GPGSV,3,1,10,21,73,242,43,09,57,252,43,22,55,029,43,04,30,153,*7B
$GPGSV,3,2,10,16,27,330,42,19,18,287,42,13,17,118,42,20,13,055,41*78
$GPGSV,3,3,10,06,06,209,41,07,03,174,*70
"
10/09/2025 11:27:46.320 AM,"#BESTXYZA,COM2,0,90.0,FINESTEERING,2159,69558.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6024370.8486,2570728.8040,2017781.6818,2.5955,1.9538,1.7946,SOL_COMPUTED,DOPPLER_VELOCITY,-1468.0710,-2259.2090,7218.5078,0.3102,0.2335,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*171d38a3
"
10/09/2025 11:27:46.520 AM,"#HWMONITORA,COM2,0,90.0,FINESTEERING,2159,69558.000,02004000,52db,16410;9,31.807083130,100,0.129304036,200,3.273504257,600,5.061782837,700,1.198412657,800,3.273504257,f00,1.839438438,1100,5.100854874,1500,33.150184631,1600*242793c9
"
10/09/2025 11:27:46.721 AM,"#PSRDOPA,COM2,0,89.5,FINESTEERING,2159,69559.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*2fee3672
"
10/09/2025 11:27:46.921 AM,"#TIMEA,COM2,0,89.5,FINESTEERING,2159,69559.000,02004000,9924,16410;VALID,-5.258806932e-10,1.166637143e-09,-18.00000000000,2021,5,23,19,19,1000,VALID*92604f05
"
10/09/2025 11:27:47.121 AM,"$GPGSV,3,1,10,21,73,242,43,09,57,252,43,22,55,029,43,04,30,153,*7B
$GPGSV,3,2,10,16,27,330,42,19,18,287,42,13,17,118,42,20,13,055,42*7B
$GPGSV,3,3,10,06,06,209,41,07,03,174,*70
"
10/09/2025 11:27:47.321 AM,"#BESTXYZA,COM2,0,89.5,FINESTEERING,2159,69559.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6022898.9728,2568468.1445,2024998.9707,2.5954,1.9538,1.7946,SOL_COMPUTED,DOPPLER_VELOCITY,-1475.8199,-2262.1628,7215.9808,0.3102,0.2335,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*f25705e0
"
10/09/2025 11:27:47.521 AM,"#HWMONITORA,COM2,0,89.5,FINESTEERING,2159,69559.000,02004000,52db,16410;9,31.807083130,100,0.129059836,200,3.275946379,600,5.061782837,700,1.198412657,800,3.274725437,f00,1.820512891,1100,5.100854874,1500,33.150184631,1600*fd6e1829
"
10/09/2025 11:27:47.722 AM,"#PSRDOPA,COM2,0,88.5,FINESTEERING,2159,69560.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*79d1a990
"
10/09/2025 11:27:47.922 AM,"#TIMEA,COM2,0,88.5,FINESTEERING,2159,69560.000,02004000,9924,16410;VALID,-6.052455168e-10,1.155944052e-09,-18.00000000000,2021,5,23,19,19,2000,VALID*4c69a628
"
10/09/2025 11:27:48.123 AM,"#BESTXYZA,COM2,0,88.5,FINESTEERING,2159,69560.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6021419.3273,2566204.5419,2032213.7318,2.5953,1.9537,1.7946,SOL_COMPUTED,DOPPLER_VELOCITY,-1483.6088,-2265.1176,7213.4646,0.3102,0.2335,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*42d199c2
"
10/09/2025 11:27:48.323 AM,"#HWMONITORA,COM2,0,88.5,FINESTEERING,2159,69560.000,02004000,52db,16410;9,31.807083130,100,0.129181936,200,3.274725437,600,5.061782837,700,1.199023247,800,3.269841433,f00,1.844932914,1100,5.098901272,1500,33.150184631,1600*594e9152
"
10/09/2025 11:27:48.522 AM,"#PSRDOPA,COM2,0,88.5,FINESTEERING,2159,69561.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*2e14e189
"
10/09/2025 11:27:48.723 AM,"#TIMEA,COM2,0,88.5,FINESTEERING,2159,69561.000,02004000,9924,16410;VALID,-4.921550728e-10,1.145779300e-09,-18.00000000000,2021,5,23,19,19,3000,VALID*ea7c6fad
"
10/09/2025 11:27:48.924 AM,"$GPGSV,3,1,10,21,72,239,43,09,56,251,43,22,56,029,43,04,29,153,*7F
$GPGSV,3,2,10,16,28,330,42,19,18,287,42,13,16,118,41,20,13,055,41*75
$GPGSV,3,3,10,06,06,208,41,07,02,173,*77
"
10/09/2025 11:27:49.125 AM,"#BESTXYZA,COM2,0,88.5,FINESTEERING,2159,69561.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6019931.9080,2563937.9671,2039425.9698,2.5954,1.9537,1.7947,SOL_COMPUTED,DOPPLER_VELOCITY,-1491.2994,-2268.0206,7210.9517,0.3102,0.2335,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*3a02332c
"
10/09/2025 11:27:49.325 AM,"#HWMONITORA,COM2,0,88.5,FINESTEERING,2159,69561.000,02004000,52db,16410;9,31.807083130,100,0.129426137,200,3.269841433,600,5.061782837,700,1.199023247,800,3.273504257,f00,1.834554434,1100,5.100854874,1500,33.150184631,1600*f5427bc2
"
10/09/2025 11:27:49.525 AM,"#PSRDOPA,COM2,0,89.5,FINESTEERING,2159,69562.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*a85c12ca
"
10/09/2025 11:27:49.724 AM,"#TIMEA,COM2,0,89.5,FINESTEERING,2159,69562.000,02004000,9924,16410;VALID,-4.428274347e-10,1.159800903e-09,-18.00000000000,2021,5,23,19,19,4000,VALID*4014de79
"
10/09/2025 11:27:49.926 AM,"$GPGSV,3,1,10,21,72,239,43,09,56,251,43,22,56,029,43,04,29,153,*7F
$GPGSV,3,2,10,16,28,330,42,19,18,287,42,13,16,118,42,20,13,055,41*76
$GPGSV,3,3,10,06,06,208,41,07,02,173,*77
"
10/09/2025 11:27:50.125 AM,"#BESTXYZA,COM2,0,89.5,FINESTEERING,2159,69562.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6018436.7463,2561668.4563,2046635.6795,2.5953,1.9536,1.7947,SOL_COMPUTED,DOPPLER_VELOCITY,-1499.0591,-2270.9969,7208.4013,0.3102,0.2335,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*132eef46
"
10/09/2025 11:27:50.326 AM,"#HWMONITORA,COM2,0,89.5,FINESTEERING,2159,69562.000,02004000,52db,16410;9,31.807083130,100,0.129059836,200,3.274725437,600,5.061782837,700,1.193528652,800,3.274725437,f00,1.831501842,1100,5.100854874,1500,33.150184631,1600*730109d3
"
10/09/2025 11:27:50.525 AM,"#PSRDOPA,COM2,0,91.0,FINESTEERING,2159,69563.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*0c4d1393
"
10/09/2025 11:27:50.725 AM,"#TIMEA,COM2,0,91.0,FINESTEERING,2159,69563.000,02004000,9924,16410;VALID,-7.051883526e-10,1.164240699e-09,-18.00000000000,2021,5,23,19,19,5000,VALID*32f83b4a
"
10/09/2025 11:27:50.925 AM,"$GPGSV,3,1,10,21,72,239,43,09,56,251,43,22,56,029,43,04,29,153,*7F
$GPGSV,3,2,10,16,28,330,42,19,18,287,42,13,16,118,41,20,13,055,42*76
$GPGSV,3,3,10,06,06,208,41,07,02,173,*77
"
10/09/2025 11:27:51.126 AM,"#BESTXYZA,COM2,0,91.0,FINESTEERING,2159,69563.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6016933.8132,2559396.0074,2053842.8478,2.5952,1.9535,1.7948,SOL_COMPUTED,DOPPLER_VELOCITY,-1506.8360,-2273.9321,7205.8676,0.3102,0.2335,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*36c7b7c4
"
10/09/2025 11:27:51.326 AM,"#HWMONITORA,COM2,0,91.0,FINESTEERING,2159,69563.000,02004000,52db,16410;9,31.807083130,100,0.129548237,200,3.272283316,600,5.061782837,700,1.193528652,800,3.271062374,f00,1.836996317,1100,5.100854874,1500,33.150184631,1600*6e9f1aee
"
10/09/2025 11:27:51.526 AM,"#PSRDOPA,COM2,0,90.5,FINESTEERING,2159,69564.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*f8793636
"
10/09/2025 11:27:51.726 AM,"#TIMEA,COM2,0,90.5,FINESTEERING,2159,69564.000,02004000,9924,16410;VALID,-7.954412120e-10,1.164558332e-09,-18.00000000000,2021,5,23,19,19,6000,VALID*e5bd78d5
"
10/09/2025 11:27:51.927 AM,"#BESTXYZA,COM2,0,90.5,FINESTEERING,2159,69564.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6015423.1361,2557120.6130,2061047.4676,2.5952,1.9535,1.7947,SOL_COMPUTED,DOPPLER_VELOCITY,-1514.5917,-2276.8740,7203.3075,0.3102,0.2335,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*db9e953b
"
10/09/2025 11:27:52.128 AM,"#HWMONITORA,COM2,0,90.5,FINESTEERING,2159,69564.000,02004000,52db,16410;9,31.807083130,100,0.129181936,200,3.273504257,600,5.061782837,700,1.199023247,800,3.272283316,f00,1.846764326,1100,5.098901272,1500,33.150184631,1600*972202b0
"
10/09/2025 11:27:52.327 AM,"#PSRDOPA,COM2,0,90.5,FINESTEERING,2159,69565.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*afbc7e2f
"
10/09/2025 11:27:52.528 AM,"#TIMEA,COM2,0,90.5,FINESTEERING,2159,69565.000,02004000,9924,16410;VALID,-8.233467050e-10,1.178884859e-09,-18.00000000000,2021,5,23,19,19,7000,VALID*dc9a5f4b
"
10/09/2025 11:27:52.728 AM,"$GPGSV,3,1,10,21,72,239,43,09,56,251,43,22,56,029,43,04,29,153,*7F
$GPGSV,3,2,10,16,28,330,42,19,18,287,42,13,16,118,42,20,13,055,42*75
$GPGSV,3,3,10,06,06,208,41,07,02,173,*77
"
10/09/2025 11:27:52.929 AM,"#BESTXYZA,COM2,0,90.5,FINESTEERING,2159,69565.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6013904.7107,2554842.2809,2068249.5296,2.5950,1.9533,1.7948,SOL_COMPUTED,DOPPLER_VELOCITY,-1522.3898,-2279.8257,7200.7219,0.3102,0.2335,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*e2dc8f2b
"
10/09/2025 11:27:53.129 AM,"#HWMONITORA,COM2,0,90.5,FINESTEERING,2159,69565.000,02004000,52db,16410;9,31.807083130,100,0.129548237,200,3.275946379,600,5.061782837,700,1.198412657,800,3.274725437,f00,1.823565364,1100,5.098901272,1500,33.150184631,1600*b2214914
"
10/09/2025 11:27:53.329 AM,"#PSRDOPA,COM2,0,89.5,FINESTEERING,2159,69566.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*2c3834ef
"
10/09/2025 11:27:53.531 AM,"#TIMEA,COM2,0,89.5,FINESTEERING,2159,69566.000,02004000,9924,16410;VALID,-1.103463729e-09,1.169123951e-09,-18.00000000000,2021,5,23,19,19,8000,VALID*6db25e3d
"
10/09/2025 11:27:53.733 AM,"$GPGSV,3,1,10,21,72,239,43,09,56,251,43,22,56,029,43,04,29,153,*7F
$GPGSV,3,2,10,16,28,330,42,19,18,287,42,13,16,118,42,20,13,055,42*75
$GPGSV,3,3,10,06,06,208,41,07,02,173,*77
"
10/09/2025 11:27:53.932 AM,"#BESTXYZA,COM2,0,89.5,FINESTEERING,2159,69566.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6012378.5247,2552561.0302,2075449.0062,2.5949,1.9533,1.7948,SOL_COMPUTED,DOPPLER_VELOCITY,-1530.1289,-2282.7354,7198.1695,0.3102,0.2335,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*6cc0bec3
"
10/09/2025 11:27:54.133 AM,"#HWMONITORA,COM2,0,89.5,FINESTEERING,2159,69566.000,02004000,52db,16410;9,31.807083130,100,0.129304036,200,3.273504257,600,5.061782837,700,1.199023247,800,3.274725437,f00,1.827228308,1100,5.100854874,1500,33.150184631,1600*503c676b
"
10/09/2025 11:27:54.333 AM,"#PSRDOPA,COM2,0,89.5,FINESTEERING,2159,69567.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*7bfd7cf6
"
10/09/2025 11:27:54.533 AM,"#TIMEA,COM2,0,89.5,FINESTEERING,2159,69567.000,02004000,9924,16410;VALID,-1.420542080e-09,1.157743062e-09,-18.00000000000,2021,5,23,19,19,9000,VALID*ca94069d
"
10/09/2025 11:27:54.734 AM,"$GPGSV,3,1,10,21,72,239,43,09,56,251,43,22,56,029,43,04,29,153,*7F
$GPGSV,3,2,10,16,28,330,42,19,18,287,42,13,16,118,42,20,13,055,42*75
$GPGSV,3,3,10,06,06,208,41,07,02,173,*77
"
10/09/2025 11:27:54.934 AM,"#BESTXYZA,COM2,0,89.5,FINESTEERING,2159,69567.000,02004000,44cf,16410;SOL_COMPUTED,SINGLE,6010844.6140,2550276.8531,2082645.9161,2.5949,1.9533,1.7948,SOL_COMPUTED,DOPPLER_VELOCITY,-1537.8757,-2285.6578,7195.5595,0.3102,0.2335,0.2145,"""",0.000,0.000,0.000,8,8,8,0,0,02,00,01*4f895b56
"
10/09/2025 11:27:55.133 AM,"#HWMONITORA,COM2,0,89.5,FINESTEERING,2159,69567.000,02004000,52db,16410;9,31.807083130,100,0.129181936,200,3.274725437,600,5.061782837,700,1.199023247,800,3.273504257,f00,1.833333373,1100,5.098901272,1500,33.150184631,1600*b880ebc2
"
10/09/2025 11:27:55.334 AM,"#PSRDOPA,COM2,0,90.0,FINESTEERING,2159,69568.000,02004000,1779,16410;1.6570,1.5080,0.9020,1.1340,0.6870,5.0,8,9,16,20,19,21,6,22,13*59bcaadb
"
